"year","from","to","points"
1979,"Spain","Israel",10
1979,"Spain","Italy",8
1979,"Spain","Monaco",2
1979,"Spain","Norway",1
1979,"Spain","Portugal",6
1979,"Spain","United Kingdom",5
1979,"Sweden","Denmark",1
1979,"Sweden","France",5
1979,"Sweden","Germany",6
1979,"Sweden","Greece",2
1979,"Sweden","Ireland",8
1979,"Sweden","Israel",12
1979,"Sweden","Norway",10
1979,"Sweden","Portugal",3
1979,"Sweden","Spain",7
1979,"Sweden","The Netherlands",4
1979,"Switzerland","Denmark",1
1979,"Switzerland","Finland",8
1979,"Switzerland","France",10
1979,"Switzerland","Greece",7
1979,"Switzerland","Ireland",6
1979,"Switzerland","Israel",5
1979,"Switzerland","Luxembourg",3
1979,"Switzerland","Portugal",4
1979,"Switzerland","Spain",12
1979,"Switzerland","United Kingdom",2
1979,"The Netherlands","Denmark",8
1979,"The Netherlands","France",12
1979,"The Netherlands","Germany",2
1979,"The Netherlands","Greece",7
1979,"The Netherlands","Israel",1
1979,"The Netherlands","Luxembourg",4
1979,"The Netherlands","Norway",6
1979,"The Netherlands","Portugal",3
1979,"The Netherlands","Spain",10
1979,"The Netherlands","United Kingdom",5
1979,"United Kingdom","Austria",1
1979,"United Kingdom","Belgium",2
1979,"United Kingdom","Denmark",3
1979,"United Kingdom","France",6
1979,"United Kingdom","Germany",8
1979,"United Kingdom","Ireland",4
1979,"United Kingdom","Israel",12
1979,"United Kingdom","Luxembourg",10
1979,"United Kingdom","Norway",7
1979,"United Kingdom","Spain",5
1980,"Austria","Germany",8
1980,"Austria","Greece",5
1980,"Austria","Ireland",10
1980,"Austria","Italy",2
1980,"Austria","Luxembourg",1
1980,"Austria","Spain",4
1980,"Austria","Switzerland",6
1980,"Austria","The Netherlands",12
1980,"Austria","Turkey",3
1980,"Austria","United Kingdom",7
1980,"Belgium","Austria",1
1980,"Belgium","France",5
1980,"Belgium","Germany",7
1980,"Belgium","Ireland",12
1980,"Belgium","Italy",10
1980,"Belgium","Luxembourg",8
1980,"Belgium","Portugal",4
1980,"Belgium","Switzerland",2
1980,"Belgium","The Netherlands",3
1980,"Belgium","United Kingdom",6
1980,"Denmark","Austria",5
1980,"Denmark","France",1
1980,"Denmark","Germany",7
1980,"Denmark","Greece",2
1980,"Denmark","Ireland",12
1980,"Denmark","Italy",3
1980,"Denmark","Luxembourg",4
1980,"Denmark","Portugal",6
1980,"Denmark","Switzerland",8
1980,"Denmark","United Kingdom",10
1980,"Finland","Austria",5
1980,"Finland","Denmark",7
1980,"Finland","Germany",2
1980,"Finland","Ireland",8
1980,"Finland","Italy",6
1980,"Finland","Luxembourg",3
1980,"Finland","Portugal",1
1980,"Finland","Switzerland",12
1980,"Finland","The Netherlands",10
1980,"Finland","United Kingdom",4
1980,"France","Austria",4
1980,"France","Finland",1
1980,"France","Germany",10
1980,"France","Ireland",8
1980,"France","Italy",2
1980,"France","Luxembourg",7
1980,"France","Norway",3
1980,"France","Portugal",6
1980,"France","The Netherlands",12
1980,"France","United Kingdom",5
1980,"Germany","Austria",4
1980,"Germany","Denmark",5
1980,"Germany","Ireland",12
1980,"Germany","Italy",7
1980,"Germany","Norway",6
1980,"Germany","Portugal",1
1980,"Germany","Sweden",2
1980,"Germany","Switzerland",10
1980,"Germany","The Netherlands",8
1980,"Germany","United Kingdom",3
1980,"Greece","Austria",1
1980,"Greece","Belgium",3
1980,"Greece","Denmark",4
1980,"Greece","France",7
1980,"Greece","Ireland",12
1980,"Greece","Italy",2
1980,"Greece","Portugal",5
1980,"Greece","Spain",8
1980,"Greece","Sweden",10
1980,"Greece","The Netherlands",6
1980,"Ireland","Austria",10
1980,"Ireland","France",3
1980,"Ireland","Germany",5
1980,"Ireland","Greece",4
1980,"Ireland","Italy",2
1980,"Ireland","Luxembourg",8
1980,"Ireland","Portugal",7
1980,"Ireland","Switzerland",12
1980,"Ireland","The Netherlands",1
1980,"Ireland","United Kingdom",6
1980,"Italy","Austria",4
1980,"Italy","Germany",12
1980,"Italy","Greece",2
1980,"Italy","Ireland",1
1980,"Italy","Morocco",7
1980,"Italy","Portugal",10
1980,"Italy","Spain",6
1980,"Italy","Sweden",5
1980,"Italy","Switzerland",3
1980,"Italy","Turkey",8
1980,"Luxembourg","France",2
1980,"Luxembourg","Germany",3
1980,"Luxembourg","Greece",1
1980,"Luxembourg","Ireland",7
1980,"Luxembourg","Portugal",4
1980,"Luxembourg","Spain",6
1980,"Luxembourg","Sweden",10
1980,"Luxembourg","Switzerland",5
1980,"Luxembourg","The Netherlands",12
1980,"Luxembourg","United Kingdom",8
1980,"Morocco","Austria",3
1980,"Morocco","Denmark",2
1980,"Morocco","France",1
1980,"Morocco","Germany",10
1980,"Morocco","Norway",4
1980,"Morocco","Spain",5
1980,"Morocco","Sweden",6
1980,"Morocco","Switzerland",7
1980,"Morocco","Turkey",12
1980,"Morocco","United Kingdom",8
1980,"Norway","Austria",6
1980,"Norway","Denmark",1
1980,"Norway","Finland",5
1980,"Norway","France",3
1980,"Norway","Greece",4
1980,"Norway","Ireland",12
1980,"Norway","Italy",2
1980,"Norway","Luxembourg",7
1980,"Norway","Portugal",8
1980,"Norway","Switzerland",10
1980,"Portugal","Austria",3
1980,"Portugal","Belgium",10
1980,"Portugal","Germany",8
1980,"Portugal","Greece",1
1980,"Portugal","Ireland",5
1980,"Portugal","Italy",12
1980,"Portugal","Spain",2
1980,"Portugal","Switzerland",6
1980,"Portugal","The Netherlands",4
1980,"Portugal","United Kingdom",7
1980,"Spain","Austria",4
1980,"Spain","France",6
1980,"Spain","Germany",12
1980,"Spain","Ireland",7
1980,"Spain","Italy",10
1980,"Spain","Luxembourg",3
1980,"Spain","Sweden",1
1980,"Spain","Switzerland",2
1980,"Spain","The Netherlands",5
1980,"Spain","United Kingdom",8
1980,"Sweden","Austria",1
1980,"Sweden","France",4
1980,"Sweden","Germany",5
1980,"Sweden","Ireland",7
1980,"Sweden","Italy",10
1980,"Sweden","Luxembourg",6
1980,"Sweden","Portugal",8
1980,"Sweden","Switzerland",2
1980,"Sweden","The Netherlands",3
1980,"Sweden","United Kingdom",12
1980,"Switzerland","Austria",4
1980,"Switzerland","Denmark",6
1980,"Switzerland","France",1
1980,"Switzerland","Germany",7
1980,"Switzerland","Ireland",12
1980,"Switzerland","Italy",8
1980,"Switzerland","Portugal",2
1980,"Switzerland","Sweden",5
1980,"Switzerland","The Netherlands",3
1980,"Switzerland","United Kingdom",10
1980,"The Netherlands","Austria",3
1980,"The Netherlands","France",4
1980,"The Netherlands","Germany",12
1980,"The Netherlands","Greece",8
1980,"The Netherlands","Ireland",6
1980,"The Netherlands","Italy",1
1980,"The Netherlands","Norway",2
1980,"The Netherlands","Portugal",5
1980,"The Netherlands","Switzerland",10
1980,"The Netherlands","United Kingdom",7
1980,"Turkey","France",3
1980,"Turkey","Germany",10
1980,"Turkey","Italy",6
1980,"Turkey","Luxembourg",1
1980,"Turkey","Portugal",4
1980,"Turkey","Spain",7
1980,"Turkey","Sweden",8
1980,"Turkey","Switzerland",2
1980,"Turkey","The Netherlands",12
1980,"Turkey","United Kingdom",5
1980,"United Kingdom","Austria",6
1980,"United Kingdom","Belgium",1
1980,"United Kingdom","France",5
1980,"United Kingdom","Germany",10
1980,"United Kingdom","Greece",3
1980,"United Kingdom","Ireland",12
1980,"United Kingdom","Italy",4
1980,"United Kingdom","Luxembourg",8
1980,"United Kingdom","Switzerland",7
1980,"United Kingdom","The Netherlands",2
1981,"Austria","Belgium",1
1981,"Austria","France",12
1981,"Austria","Germany",5
1981,"Austria","Greece",6
1981,"Austria","Ireland",7
1981,"Austria","Israel",8
1981,"Austria","Luxembourg",10
1981,"Austria","Switzerland",2
1981,"Austria","The Netherlands",3
1981,"Austria","United Kingdom",4
1981,"Belgium","Cyprus",7
1981,"Belgium","Denmark",12
1981,"Belgium","France",3
1981,"Belgium","Germany",10
1981,"Belgium","Greece",6
1981,"Belgium","Ireland",1
1981,"Belgium","Sweden",4
1981,"Belgium","The Netherlands",2
1981,"Belgium","United Kingdom",8
1981,"Belgium","Yugoslavia",5
1981,"Cyprus","Belgium",5
1981,"Cyprus","France",7
1981,"Cyprus","Germany",8
1981,"Cyprus","Greece",6
1981,"Cyprus","Ireland",12
1981,"Cyprus","Sweden",1
1981,"Cyprus","Switzerland",10
1981,"Cyprus","The Netherlands",2
1981,"Cyprus","United Kingdom",4
1981,"Cyprus","Yugoslavia",3
1981,"Denmark","Austria",1
1981,"Denmark","Belgium",6
1981,"Denmark","Cyprus",3
1981,"Denmark","France",2
1981,"Denmark","Germany",8
1981,"Denmark","Ireland",12
1981,"Denmark","Sweden",5
1981,"Denmark","Switzerland",4
1981,"Denmark","The Netherlands",7
1981,"Denmark","United Kingdom",10
1981,"Finland","Belgium",2
1981,"Finland","France",10
1981,"Finland","Germany",7
1981,"Finland","Israel",6
1981,"Finland","Luxembourg",4
1981,"Finland","Sweden",1
1981,"Finland","Switzerland",12
1981,"Finland","Turkey",5
1981,"Finland","United Kingdom",3
1981,"Finland","Yugoslavia",8
1981,"France","Austria",5
1981,"France","Denmark",4
1981,"France","Finland",1
1981,"France","Germany",8
1981,"France","Ireland",6
1981,"France","Luxembourg",3
1981,"France","Sweden",12
1981,"France","Switzerland",10
1981,"France","The Netherlands",2
1981,"France","United Kingdom",7
1981,"Germany","Denmark",1
1981,"Germany","France",12
1981,"Germany","Greece",2
1981,"Germany","Ireland",6
1981,"Germany","Luxembourg",5
1981,"Germany","Portugal",8
1981,"Germany","Sweden",10
1981,"Germany","Switzerland",7
1981,"Germany","The Netherlands",3
1981,"Germany","United Kingdom",4
1981,"Greece","Belgium",7
1981,"Greece","Cyprus",12
1981,"Greece","France",8
1981,"Greece","Germany",5
1981,"Greece","Ireland",10
1981,"Greece","Portugal",1
1981,"Greece","Switzerland",4
1981,"Greece","The Netherlands",3
1981,"Greece","United Kingdom",6
1981,"Greece","Yugoslavia",2
1981,"Ireland","Cyprus",8
1981,"Ireland","Finland",5
1981,"Ireland","France",4
1981,"Ireland","Germany",6
1981,"Ireland","Greece",1
1981,"Ireland","Israel",7
1981,"Ireland","Spain",3
1981,"Ireland","Switzerland",12
1981,"Ireland","United Kingdom",10
1981,"Ireland","Yugoslavia",2
1981,"Israel","Belgium",1
1981,"Israel","Cyprus",5
1981,"Israel","Finland",2
1981,"Israel","France",7
1981,"Israel","Germany",8
1981,"Israel","Ireland",10
1981,"Israel","Luxembourg",3
1981,"Israel","Spain",6
1981,"Israel","The Netherlands",4
1981,"Israel","United Kingdom",12
1981,"Luxembourg","Denmark",7
1981,"Luxembourg","France",12
1981,"Luxembourg","Germany",3
1981,"Luxembourg","Greece",6
1981,"Luxembourg","Ireland",10
1981,"Luxembourg","Israel",4
1981,"Luxembourg","Sweden",2
1981,"Luxembourg","Switzerland",8
1981,"Luxembourg","Turkey",1
1981,"Luxembourg","United Kingdom",5
1981,"Norway","Cyprus",7
1981,"Norway","France",5
1981,"Norway","Germany",4
1981,"Norway","Greece",2
1981,"Norway","Israel",8
1981,"Norway","Spain",10
1981,"Norway","Sweden",6
1981,"Norway","Switzerland",12
1981,"Norway","United Kingdom",3
1981,"Norway","Yugoslavia",1
1981,"Portugal","Denmark",2
1981,"Portugal","Finland",1
1981,"Portugal","France",10
1981,"Portugal","Germany",12
1981,"Portugal","Israel",5
1981,"Portugal","Luxembourg",4
1981,"Portugal","Spain",3
1981,"Portugal","Switzerland",8
1981,"Portugal","The Netherlands",7
1981,"Portugal","United Kingdom",6
1981,"Spain","Austria",6
1981,"Spain","Denmark",3
1981,"Spain","Finland",2
1981,"Spain","Germany",12
1981,"Spain","Greece",10
1981,"Spain","Ireland",5
1981,"Spain","Luxembourg",1
1981,"Spain","Switzerland",4
1981,"Spain","The Netherlands",7
1981,"Spain","United Kingdom",8
1981,"Sweden","Austria",2
1981,"Sweden","Denmark",4
1981,"Sweden","Finland",6
1981,"Sweden","France",10
1981,"Sweden","Germany",12
1981,"Sweden","Ireland",7
1981,"Sweden","Israel",3
1981,"Sweden","Luxembourg",5
1981,"Sweden","Switzerland",1
1981,"Sweden","United Kingdom",8
1981,"Switzerland","Cyprus",3
1981,"Switzerland","Finland",5
1981,"Switzerland","France",12
1981,"Switzerland","Greece",7
1981,"Switzerland","Ireland",1
1981,"Switzerland","Israel",4
1981,"Switzerland","Luxembourg",6
1981,"Switzerland","Spain",2
1981,"Switzerland","United Kingdom",8
1981,"Switzerland","Yugoslavia",10
1981,"The Netherlands","Cyprus",8
1981,"The Netherlands","Denmark",2
1981,"The Netherlands","Finland",5
1981,"The Netherlands","France",6
1981,"The Netherlands","Germany",3
1981,"The Netherlands","Ireland",10
1981,"The Netherlands","Israel",7
1981,"The Netherlands","Spain",4
1981,"The Netherlands","Switzerland",1
1981,"The Netherlands","United Kingdom",12
1981,"Turkey","Austria",6
1981,"Turkey","Belgium",7
1981,"Turkey","Denmark",1
1981,"Turkey","Germany",12
1981,"Turkey","Ireland",3
1981,"Turkey","Spain",10
1981,"Turkey","Switzerland",2
1981,"Turkey","The Netherlands",5
1981,"Turkey","United Kingdom",8
1981,"Turkey","Yugoslavia",4
1981,"United Kingdom","Belgium",3
1981,"United Kingdom","Cyprus",10
1981,"United Kingdom","Denmark",5
1981,"United Kingdom","France",1
1981,"United Kingdom","Germany",7
1981,"United Kingdom","Greece",8
1981,"United Kingdom","Israel",4
1981,"United Kingdom","Sweden",2
1981,"United Kingdom","Switzerland",12
1981,"United Kingdom","The Netherlands",6
1981,"Yugoslavia","Belgium",8
1981,"Yugoslavia","Cyprus",6
1981,"Yugoslavia","France",4
1981,"Yugoslavia","Germany",2
1981,"Yugoslavia","Greece",1
1981,"Yugoslavia","Ireland",5
1981,"Yugoslavia","Sweden",7
1981,"Yugoslavia","Switzerland",12
1981,"Yugoslavia","Turkey",3
1981,"Yugoslavia","United Kingdom",10
1982,"Austria","Belgium",4
1982,"Austria","Cyprus",5
1982,"Austria","Germany",1
1982,"Austria","Israel",7
1982,"Austria","Luxembourg",2
1982,"Austria","Norway",6
1982,"Austria","Sweden",8
1982,"Austria","Switzerland",10
1982,"Austria","Turkey",3
1982,"Austria","United Kingdom",12
1982,"Belgium","Austria",6
1982,"Belgium","Cyprus",3
1982,"Belgium","Germany",10
1982,"Belgium","Israel",7
1982,"Belgium","Luxembourg",8
1982,"Belgium","Norway",2
1982,"Belgium","Spain",4
1982,"Belgium","Sweden",5
1982,"Belgium","Switzerland",12
1982,"Belgium","Yugoslavia",1
1982,"Cyprus","Austria",7
1982,"Cyprus","Belgium",8
1982,"Cyprus","Germany",12
1982,"Cyprus","Ireland",5
1982,"Cyprus","Israel",2
1982,"Cyprus","Norway",4
1982,"Cyprus","Spain",10
1982,"Cyprus","Switzerland",6
1982,"Cyprus","United Kingdom",3
1982,"Cyprus","Yugoslavia",1
1982,"Denmark","Austria",6
1982,"Denmark","Belgium",10
1982,"Denmark","Germany",12
1982,"Denmark","Ireland",5
1982,"Denmark","Israel",1
1982,"Denmark","Luxembourg",4
1982,"Denmark","Sweden",8
1982,"Denmark","Switzerland",7
1982,"Denmark","United Kingdom",2
1982,"Denmark","Yugoslavia",3
1982,"Finland","Belgium",5
1982,"Finland","Cyprus",8
1982,"Finland","Germany",10
1982,"Finland","Israel",12
1982,"Finland","Luxembourg",7
1982,"Finland","Portugal",2
1982,"Finland","Spain",6
1982,"Finland","Sweden",3
1982,"Finland","Turkey",1
1982,"Finland","United Kingdom",4
1982,"Germany","Belgium",4
1982,"Germany","Cyprus",6
1982,"Germany","Ireland",3
1982,"Germany","Israel",12
1982,"Germany","Luxembourg",8
1982,"Germany","Norway",10
1982,"Germany","Spain",7
1982,"Germany","Sweden",2
1982,"Germany","The Netherlands",5
1982,"Germany","United Kingdom",1
1982,"Ireland","Austria",5
1982,"Ireland","Belgium",4
1982,"Ireland","Denmark",1
1982,"Ireland","Germany",12
1982,"Ireland","Luxembourg",10
1982,"Ireland","Norway",6
1982,"Ireland","Portugal",2
1982,"Ireland","Sweden",3
1982,"Ireland","Switzerland",8
1982,"Ireland","United Kingdom",7
1982,"Israel","Austria",4
1982,"Israel","Belgium",6
1982,"Israel","Cyprus",7
1982,"Israel","Germany",12
1982,"Israel","Ireland",3
1982,"Israel","Luxembourg",5
1982,"Israel","Portugal",1
1982,"Israel","Spain",8
1982,"Israel","Switzerland",10
1982,"Israel","United Kingdom",2
1982,"Luxembourg","Belgium",5
1982,"Luxembourg","Cyprus",4
1982,"Luxembourg","Israel",10
1982,"Luxembourg","Norway",6
1982,"Luxembourg","Portugal",7
1982,"Luxembourg","Spain",1
1982,"Luxembourg","Sweden",3
1982,"Luxembourg","Switzerland",2
1982,"Luxembourg","Turkey",8
1982,"Luxembourg","United Kingdom",12
1982,"Norway","Belgium",5
1982,"Norway","Cyprus",12
1982,"Norway","Germany",10
1982,"Norway","Ireland",2
1982,"Norway","Israel",1
1982,"Norway","Luxembourg",7
1982,"Norway","Sweden",8
1982,"Norway","Switzerland",4
1982,"Norway","Turkey",3
1982,"Norway","United Kingdom",6
1982,"Portugal","Belgium",8
1982,"Portugal","Cyprus",5
1982,"Portugal","Denmark",3
1982,"Portugal","Germany",12
1982,"Portugal","Ireland",1
1982,"Portugal","Israel",10
1982,"Portugal","Luxembourg",6
1982,"Portugal","Sweden",7
1982,"Portugal","Switzerland",2
1982,"Portugal","United Kingdom",4
1982,"Spain","Austria",8
1982,"Spain","Belgium",10
1982,"Spain","Cyprus",7
1982,"Spain","Germany",12
1982,"Spain","Ireland",3
1982,"Spain","Israel",6
1982,"Spain","Luxembourg",5
1982,"Spain","Norway",2
1982,"Spain","Sweden",4
1982,"Spain","United Kingdom",1
1982,"Sweden","Belgium",7
1982,"Sweden","Denmark",1
1982,"Sweden","Germany",8
1982,"Sweden","Ireland",5
1982,"Sweden","Israel",10
1982,"Sweden","Norway",4
1982,"Sweden","Portugal",6
1982,"Sweden","Switzerland",2
1982,"Sweden","The Netherlands",3
1982,"Sweden","Yugoslavia",12
1982,"Switzerland","Belgium",2
1982,"Switzerland","Cyprus",8
1982,"Switzerland","Germany",12
1982,"Switzerland","Ireland",6
1982,"Switzerland","Israel",10
1982,"Switzerland","Portugal",1
1982,"Switzerland","Spain",7
1982,"Switzerland","Sweden",4
1982,"Switzerland","Turkey",3
1982,"Switzerland","United Kingdom",5
1982,"The Netherlands","Belgium",3
1982,"The Netherlands","Cyprus",12
1982,"The Netherlands","Germany",6
1982,"The Netherlands","Israel",8
1982,"The Netherlands","Luxembourg",7
1982,"The Netherlands","Portugal",4
1982,"The Netherlands","Sweden",5
1982,"The Netherlands","Switzerland",10
1982,"The Netherlands","Turkey",2
1982,"The Netherlands","United Kingdom",1
1982,"Turkey","Austria",7
1982,"Turkey","Belgium",6
1982,"Turkey","Germany",12
1982,"Turkey","Ireland",1
1982,"Turkey","Luxembourg",3
1982,"Turkey","Portugal",5
1982,"Turkey","Spain",8
1982,"Turkey","Switzerland",2
1982,"Turkey","United Kingdom",10
1982,"Turkey","Yugoslavia",4
1982,"United Kingdom","Austria",10
1982,"United Kingdom","Belgium",2
1982,"United Kingdom","Cyprus",3
1982,"United Kingdom","Germany",8
1982,"United Kingdom","Ireland",7
1982,"United Kingdom","Israel",1
1982,"United Kingdom","Luxembourg",6
1982,"United Kingdom","Portugal",4
1982,"United Kingdom","Sweden",5
1982,"United Kingdom","Switzerland",12
1982,"Yugoslavia","Austria",4
1982,"Yugoslavia","Belgium",7
1982,"Yugoslavia","Cyprus",5
1982,"Yugoslavia","Germany",12
1982,"Yugoslavia","Ireland",8
1982,"Yugoslavia","Israel",3
1982,"Yugoslavia","Spain",1
1982,"Yugoslavia","Sweden",2
1982,"Yugoslavia","Switzerland",10
1982,"Yugoslavia","United Kingdom",6
1983,"Austria","Finland",2
1983,"Austria","Germany",7
1983,"Austria","Israel",12
1983,"Austria","Luxembourg",5
1983,"Austria","Norway",3
1983,"Austria","Sweden",8
1983,"Austria","Switzerland",6
1983,"Austria","The Netherlands",4
1983,"Austria","United Kingdom",10
1983,"Austria","Yugoslavia",1
1983,"Belgium","Austria",3
1983,"Belgium","Cyprus",4
1983,"Belgium","Germany",6
1983,"Belgium","Israel",10
1983,"Belgium","Luxembourg",8
1983,"Belgium","Norway",7
1983,"Belgium","Sweden",5
1983,"Belgium","Switzerland",1
1983,"Belgium","The Netherlands",2
1983,"Belgium","Yugoslavia",12
1983,"Cyprus","Austria",3
1983,"Cyprus","Denmark",2
1983,"Cyprus","France",4
1983,"Cyprus","Greece",12
1983,"Cyprus","Italy",1
1983,"Cyprus","Luxembourg",10
1983,"Cyprus","Sweden",7
1983,"Cyprus","The Netherlands",5
1983,"Cyprus","United Kingdom",6
1983,"Cyprus","Yugoslavia",8
1983,"Denmark","Austria",6
1983,"Denmark","Cyprus",1
1983,"Denmark","Germany",3
1983,"Denmark","Israel",7
1983,"Denmark","Luxembourg",2
1983,"Denmark","Norway",8
1983,"Denmark","Sweden",10
1983,"Denmark","The Netherlands",4
1983,"Denmark","United Kingdom",5
1983,"Denmark","Yugoslavia",12
